ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (lbs)","Length (in)","Width (in)","Height (in)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,Brands
15695,simple,Gt928211,,"12' x 14' Hardtop Aluminum Gazebo with Galvanized Steel Roof & Sliding Doors",1,0,visible,,"<div>
\nThe advanced control panel provides easy access to essential functions, including blade activation, slow speed mode, LED headlights, and a battery level display. The rear charging port ensures effortless recharging with a standard 120V outlet, making it simple to power up and get back to work.
\n
\nKey Features:
\n✅ Battery-Powered Efficiency – No gas, no fumes, no maintenance—just charge and go
\n✅ Four High-Powered Brushless Motors – Provides quiet yet powerful cutting performance
\n✅ Cuts Up to 2.5 Acres per Charge – 75 Ah battery ensures extended runtime
\n✅ 42-inch Heavy-Duty Steel Deck – Built for durability and long-lasting use
\n✅ Two Precision-Cut Steel Blades – Delivers a clean and consistent cut
\n✅ 12-Position Deck Adjustment – Adjustable cutting height from 1.5 in. to 4.5 in.
\n✅ Zero-Turn Technology – Allows for easy and precise maneuvering
\n✅ Side Discharge, Mulching & Bagging Capable – Versatile cutting options (bagger accessory available online)
\n✅ Advanced Control Panel – Includes battery level indicator, unit hour meter, USB charging port, LED headlights, and slow speed function
\n✅ Low Maintenance – No belts, spark plugs, or filters required
\n✅ Easy Access Rear Charging Port – Conveniently charges through a standard 120V outlet
\n
\nEnjoy a hassle-free, eco-friendly, and powerful mowing experience with the RYOBI 48V 42-inch Zero Turn Electric Riding Mower—the perfect blend of convenience, durability, and cutting-edge technology for your lawn care needs!",,,taxable,,1,100,,0,0,,,,,1,,,4742.80,"Riding Lawn Mowers",,,"https://alidouro.com/wp-content/uploads/2025/03/y.png, https://alidouro.com/wp-content/uploads/2025/03/yyy.png, https://alidouro.com/wp-content/uploads/2025/03/yyyyy.jpg, https://alidouro.com/wp-content/uploads/2025/03/yyyyy.png",,,,,,,,,0,
15937,simple,TR55712,,"Toro TimeMaster 21199 30 in. 223 cc Gas Self-Propelled Lawn Mower",1,0,visible,,"Tackle large yards with ease using the Toro TimeMaster 21199 30-inch Gas Self-Propelled Lawn Mower. Designed for speed, power, and efficiency, this mower features a 223 cc Briggs & Stratton OHV engine, allowing you to cut a wider path in fewer passes. The Dual-Force™ cutting system and Toro Atomic blades deliver a superior mulch, ensuring a lush, healthy lawn.
\n
\nWith Personal Pace® technology, you control the mowing speed for a comfortable and efficient mowing experience. The Spin-Stop™ feature lets you step away without restarting, while the Quick Stow Storage Handle allows for compact storage and adjustable height positions. The washout port makes cleaning the undercarriage quick and easy.
\n
\nKey Features:
\n✅ Powerful 223 cc Briggs & Stratton OHV Engine – Built for high-performance cutting
\n✅ 30-inch Cutting Width – Covers more ground in less time
\n✅ Dual-Force™ Cutting System with Atomic Blades – Produces a fine mulch for a healthier lawn
\n✅ Personal Pace® Self-Propelled System – Automatically adjusts to your walking speed
\n✅ Spin-Stop™ Blade Stop System – Stops the blade without shutting off the engine, so you can step away when needed
\n✅ 2-Point Height-of-Cut Adjustment – Easily adjust deck height for customized mowing
\n✅ Quick Stow Storage Handle – Two storage positions for compact and convenient storage
\n✅ Washout Port – Easily clean the underside of the mower deck with a garden hose
\n✅ 3-Year Full Warranty & 3-Year Guaranteed-to-Start Warranty – Reliable performance backed by Toro
\n
\n🌱 Get the job done faster with the Toro TimeMaster 30-inch Lawn Mower—the perfect choice for large yards and busy schedules!",,,taxable,,1,100,,0,0,,,,,1,,,3764.80,"Walk-Behind Lawn Mowers",,,"https://alidouro.com/wp-content/uploads/2025/03/k.png, https://alidouro.com/wp-content/uploads/2025/03/kk.png, https://alidouro.com/wp-content/uploads/2025/03/kkkk.png, https://alidouro.com/wp-content/uploads/2025/03/kkkkkkk.png",,,,,,,,,0,
15943,simple,TR51120,,"Troy-Bilt 3-N-1 Self-Propelled RWD Gas Lawn Mower, 195cc Engine",1,0,visible,,"Tackle your lawn with ease using the Troy-Bilt 3-N-1 Self-Propelled RWD Gas Lawn Mower. Equipped with a 195cc Troy-Bilt engine, this mower delivers powerful performance, easy starting, and reduced noise for an efficient mowing experience. The 28-inch steel deck and premium InStep rear-wheel drive provide excellent traction on rough terrain, adjusting to your walking pace to help you get the job done. Choose from side discharge, mulch, or rear bag to dispose of clippings, and enjoy the convenience of the single lever height adjustment.
\n
\nBacked by a 3-year limited warranty, the Troy-Bilt TBWC28T is a reliable solution to keep your yard looking great.
\n
\nKey Features:
\n✅ 195cc Troy-Bilt OHV Engine – Powerful performance, easy starting, and quieter operation
\n✅ 28-inch Steel Deck – Wide cutting path for fast and efficient mowing
\n✅ InStep Variable Speed Rear-Wheel Drive – Adjusts to your walking pace, providing superior traction on uneven ground
\n✅ 3-N-1 Functionality – Side discharge, mulching, or rear bagging options for grass clippings
\n✅ 8"" Front & 13"" Rear Wheels – Enhanced maneuverability and traction
\n✅ Single Lever Height Adjustment – Quick and easy deck height changes
\n✅ Deck Wash Port – Clean the deck easily with your garden hose
\n✅ Fully Assembled – Ready to use right out of the box
\n✅ 3-Year Limited Warranty – Peace of mind with a reliable warranty
\n
\n🌱 Make yard work easier and more efficient with the Troy-Bilt Self-Propelled RWD Lawn Mower—your perfect tool for tackling any lawn!",,,taxable,,1,100,,0,0,,,,,1,,,4746.90,"Walk-Behind Lawn Mowers",,,"https://alidouro.com/wp-content/uploads/2025/03/d.png, https://alidouro.com/wp-content/uploads/2025/03/ddd.png, https://alidouro.com/wp-content/uploads/2025/03/ddddd.png, https://alidouro.com/wp-content/uploads/2025/03/dddddd.png, https://alidouro.com/wp-content/uploads/2025/03/dddddddddddddd.png",,,,,,,,,0,
15951,simple,YC33278,,"Yoshino B4000 SST New Solid-State Portable Power Station",1,0,visible,,"The Yoshino B4000 SST is a next-generation solid-state portable power station, offering 2,611Wh capacity and 4,000W continuous power (6,000W peak). Weighing just 53.6 lbs, this powerhouse delivers reliable, portable power for any adventure or backup need. Whether for outdoor camping, home backup, power tools, or off-grid use, the B4000 SST ensures you're never without power.
\n
\nWith its solid-state technology (SST), the B4000 SST is safer, more compact, and lighter than traditional lithium-ion batteries. It comes with two 15-watt wireless charging pads, Wi-Fi and Bluetooth app control, and a 10-port control panel, giving you multiple ways to power your devices simultaneously. The unit also supports Smart Link, allowing you to connect additional batteries and expand capacity for larger needs.
\n
\nPerfect for emergency backup, outdoor activities, and RV use, the B4000 SST offers a quiet, zero-emission solution with no harmful fumes. It can recharge quickly via AC power, solar power, or car charging.
\n
\nKey Features:
\n✅ Solid-State Technology (SST) – Compact, lighter, and safer than traditional lithium-ion batteries
\n✅ 4,000W Continuous/6,000W Peak Power – Powers most home devices, including refrigerators and power tools
\n✅ 2,611Wh Capacity – Long-lasting power for outdoor and emergency use
\n✅ Expandable with Smart Link – Expand capacity by connecting additional batteries (no limits)
\n✅ 11 Ports for Charging – Includes AC, DC, USB-A, USB-C (20W), Type-C PD (100W), and 2 Wireless Charging Pads
\n✅ 3 Ways to Recharge – Fast AC charging (90 minutes), Solar charging (5.5 hours), or Car charging (22 hours)
\n✅ Quiet and Zero Emissions – No gas, no fumes – perfect for quiet operation during outdoor adventures or emergencies
\n✅ Built-In Aluminum Handle – Easy to carry with portability in mind
\n✅ App Control via Wi-Fi/Bluetooth – Remote access for monitoring and control
\n✅ Safety Features – Over-voltage, over-current, overcharging, thermal, and short-circuit protection
\n✅ Up to 2,500 Cycles – Rated to last for 7 years of everyday use
\n
\n🌍 Ideal for outdoor enthusiasts, off-grid living, RV owners, and anyone in need of a reliable, clean power source for emergencies. Get yours today and enjoy reliable power anywhere!",,,taxable,,1,100,,0,0,,,,,1,,,3689.90,"Power Generators",,,"https://alidouro.com/wp-content/uploads/2025/03/e.png, https://alidouro.com/wp-content/uploads/2025/03/ee.png, https://alidouro.com/wp-content/uploads/2025/03/eeeeeeeeeeee.png, https://alidouro.com/wp-content/uploads/2025/03/eee.png, https://alidouro.com/wp-content/uploads/2025/03/eeeeeeee.png",,,,,,,,,0,
15958,simple,Dn210029,,"Westinghouse 28,000 Peak Watt Home Backup Portable Generator",1,0,visible,,"The Westinghouse WGen20000c Portable Generator is a powerhouse designed to meet the most demanding power needs. With a 28,000 peak-watt and 20,000 running-watt capacity, this generator is perfect for home backup, job sites, and recreational use. Powered by a 999 cc V-Twin OHV Westinghouse Engine, it delivers up to 11 hours of run time on a 17.17-gallon fuel tank. The WGen20000c is designed for ease of use, featuring a push-button electric start for effortless starting and a built-in CO sensor for safety.
\n
\nThis generator comes with transfer switch ready outlets, including 120/240V L14-30R and 14-50R outlets, making it ideal for powering large appliances such as air conditioners, refrigerators, sump pumps, and more. With less than 5% THD, you can safely charge sensitive electronics directly from the control panel.
\n
\nThe rugged steel frame ensures durability, and the heavy-duty wheels and handles make it easy to move around. Whether you're at home or on a job site, the WGen20000c is a reliable source of power with lifetime technical support and a 3-year limited warranty.
\n
\nKey Features:
\n✅ 28,000 Peak Watts / 20,000 Running Watts – High power output for all your major appliances and tools
\n✅ Push-Button Electric Start – Easy and effortless starting with push-button ignition
\n✅ 17 Hours of Run Time – Extended run time with a 17.17-gallon fuel tank at 25% load
\n✅ Heavy Duty Engine – Powered by a 999cc Westinghouse V-Twin OHV engine for superior performance
\n✅ Transfer Switch Ready – Equipped with L14-30R and 14-50R outlets for easy connection to your home or job site
\n✅ Less Than 5% THD – Safe to power sensitive electronics directly from the control panel
\n✅ Built-In CO Sensor – Automatic carbon monoxide shutdown for safety
\n✅ Rugged Steel Frame – Durable and portable with reinforced steel handles and heavy-duty wheels
\n✅ Digital Readout – Tracks lifetime run hours, volts, and frequency for easy monitoring
\n✅ Plug-and-Play – Includes oil, funnel, setup guide, and manual for easy setup
\n✅ 3-Year Limited Warranty – Backed by lifetime technical support
\n
\n⚡ Power your home, job site, or RV with confidence. With the Westinghouse WGen20000c, you'll never be without power during emergencies or outdoor activities!",,,taxable,,1,100,,0,0,,,,,1,,,3350.60,"Power Generators",,,"https://alidouro.com/wp-content/uploads/2025/03/j.png, https://alidouro.com/wp-content/uploads/2025/03/jj.png, https://alidouro.com/wp-content/uploads/2025/03/jjjjjjj.png, https://alidouro.com/wp-content/uploads/2025/03/jjjjjjjjjjj.png",,,,,,,,,0,
15964,simple,,,"Predator 9500 Watt Super Quiet Inverter Generator with CO Secure Technology",1,0,visible,,"The Predator 9500 Watt Super Quiet Inverter Generator is designed for users who need a reliable, quiet power source with advanced safety features. Powered by a 459cc engine, this generator delivers 9,500W max starting watts and 7,600W running watts, making it perfect for backup power, RVs, or outdoor events. Its CO SECURE™ technology provides an added layer of safety, automatically shutting down the generator when harmful levels of carbon monoxide are detected.
\n
\nThe generator operates at a quiet 67 dB, similar to a quiet conversation, ensuring minimal disruption during use. Equipped with a 6.8-gallon fuel tank, it provides a runtime of up to 18.5 hours at 25% load. Thanks to its Electronic Speed Control Mode (ESC Mode), this unit maximizes fuel efficiency and optimizes engine performance, ensuring long-lasting and quiet operation.
\n
\nFor easy portability, it features flat-free tires and a foldable handle for effortless movement. The pure sine wave inverter technology ensures safe and clean power for sensitive electronics such as smartphones, laptops, and TVs. Additionally, it includes multiple outlets, including GFCI protected outlets and USB ports.
\n
\nKey Features:
\n✅ 9,500W Max Starting / 7,600W Running Power – Ideal for large backup applications
\n✅ Super Quiet™ Enclosure – Operates at only 67 dB, similar to a quiet conversation
\n✅ CO SECURE™ Technology – Automatic shutdown when harmful carbon monoxide levels are detected for safety
\n✅ 459cc PREDATOR® Engine – Provides ample power for all your heavy-duty needs
\n✅ Electronic Speed Control Mode (ESC Mode) – Maximizes runtime and lowers fuel consumption
\n✅ Up to 18.5 Hours of Runtime – Extended operation with a 6.8-gallon fuel tank at 25% load
\n✅ Pure Sine Wave Technology – Safely powers sensitive electronics like smartphones and laptops
\n✅ Electric Start – Non-spillable battery included for easy and reliable starts
\n✅ Integrated Hour Meter – Tracks maintenance intervals for long-term care
\n✅ Four Flat-Free Wheels and Foldable Handle – Easy portability for moving around
\n✅ Multiple Outlets – Includes (4) 120V 20A GFCI outlets, (2) USB outlets, 120V/240V 30A twistlock, 12V 8A DC outlet, and 120V 30A twistlock
\n
\n⚡ The Predator 9500W Inverter Generator is a quiet, safe, and efficient solution for all your power needs. Whether for home backup, outdoor adventures, or sensitive electronics, this generator delivers reliable power where you need it most.
\n",,,taxable,,1,100,,0,0,,,,,1,,,3030.89,"Power Generators",,,"https://alidouro.com/wp-content/uploads/2025/03/r5.png, https://alidouro.com/wp-content/uploads/2025/03/rr-1.png, https://alidouro.com/wp-content/uploads/2025/03/rrrrrr.png, https://alidouro.com/wp-content/uploads/2025/03/rrrrrrrrrrrrrrrrrrrrr.png",,,,,,,,,0,
15970,simple,Pr920192,,"Predator 4400 PSI, 4.2 GPM, 13 HP (420cc) Commercial Duty Pressure Washer EPA",1,0,visible,,"The Predator 4400 PSI, 4.2 GPM Commercial Duty Pressure Washer offers unparalleled cleaning power, perfect for tough cleaning tasks and professional use. Equipped with a 420cc Predator OHV gas engine, it delivers up to 4400 PSI and 4.2 GPM to blast away dirt, grime, and stains on a variety of surfaces. Whether you're cleaning heavy-duty equipment, stripping paint, or washing large areas, this pressure washer provides superior performance and efficiency.
\n
\nThe Annovi Reverberi™ triplex pump features ceramic-coated pistons for enhanced durability and a longer lifespan, ensuring this unit will keep working for years. With five high-pressure quick-connect tips, you can easily adjust the spray pattern to tackle different cleaning jobs. The 50 ft. steel-reinforced high-pressure hose provides excellent reach for larger areas, while the variable pressure control allows you to switch between light cleaning and heavy-duty applications.
\n
\nBuilt to withstand rugged environments, this pressure washer includes 12-inch oversized flat-free tires that can handle tough terrain, and its brass manifold provides reliable performance under heavy-duty conditions.
\n
\nKey Features:
\n✅ 4400 PSI / 4.2 GPM – Powerful performance for heavy-duty cleaning tasks
\n✅ 420cc Predator OHV Engine – Low oil shutdown for engine protection and longevity
\n✅ Annovi Reverberi™ Triplex Pump – Ceramic-coated pistons for extended performance life
\n✅ 50 ft. Steel Reinforced Hose – Durable and long enough for wide area cleaning
\n✅ Five Quick-Connect Spray Tips – Provides a variety of spray patterns for versatile cleaning
\n✅ Variable Pressure Control – Wide range of applications, from light surface cleaning to heavy paint stripping
\n✅ 12” Flat-Free Tires – Durable wheels for navigating rugged terrain with ease
\n✅ Brass Manifold – Ensures long-lasting performance
\n✅ 2x More Cleaning Power – Outperforms other washers in its class
\n
\nIdeal Applications:
\nCommercial and industrial cleaning
\n
\nHeavy-duty surface cleaning
\n
\nPaint stripping and removal
\n
\nWashing vehicles, equipment, and large outdoor areas
\n
\n⚡ The Predator 4400 PSI Pressure Washer is designed for the toughest cleaning jobs, combining power, durability, and ease of use. With its professional-grade components and versatile features, it’s the perfect choice for both residential and commercial cleaning needs.",,,taxable,,1,100,,0,0,,,,,1,,,3594.90,"Power Generators",,,"https://alidouro.com/wp-content/uploads/2025/03/unnamed-file-4.png, https://alidouro.com/wp-content/uploads/2025/03/unnamed-file-3.png, https://alidouro.com/wp-content/uploads/2025/03/unnamed-file-2.png, https://alidouro.com/wp-content/uploads/2025/03/unnamed-file.png, https://alidouro.com/wp-content/uploads/2025/03/unnamed-file-1.png",,,,,,,,,0,
15977,simple,Pr0102123,,"Predator 3500 Watt Super Quiet Inverter Generator",1,0,visible,,"The Predator 3500 Watt Super Quiet Inverter Generator is perfect for those needing a portable and quiet power solution. Powered by a 212cc Predator engine, this generator delivers 3500 max starting watts and 3000 max running watts, making it ideal for RVs, camping, tailgating, and powering sensitive electronics. It uses pure sine wave inverter technology, ensuring clean power for electronics like smartphones, laptops, and TVs.
\n
\nWith a 2.3-gallon fuel tank, the generator offers up to 11 hours of runtime at 25% load, making it perfect for long-lasting power needs without constant refueling. Its SUPER QUIET™ enclosure keeps noise levels at a mere 56 dBA, which is comparable to the sound of a quiet conversation.
\n
\nThis inverter generator is also built with CO SECURE™ technology, which automatically shuts the unit down if dangerous carbon monoxide levels are detected, keeping you and your surroundings safe. It’s compact and lightweight, with smooth-rolling wheels for easy portability, and comes with an RV adapter for hassle-free use.",,,taxable,,1,100,,0,0,,,,,1,,,3429.80,"Power Generators",,,"https://alidouro.com/wp-content/uploads/2025/03/71358_W3.png, https://alidouro.com/wp-content/uploads/2025/03/71358_W5.png, https://alidouro.com/wp-content/uploads/2025/03/71358_W6.png, https://alidouro.com/wp-content/uploads/2025/03/71358_W7.png, https://alidouro.com/wp-content/uploads/2025/03/71358_W8.png",,,,,,,,,0,
15984,simple,Kh129113,,"Kohler 20RCAL-200SELS 20kW Aluminum Standby Generator System",1,0,visible,,"The Kohler 20RCAL-200SELS 20kW Aluminum Standby Generator System is an advanced, automatic backup power solution designed to keep your home running smoothly during outages. With a 20kW power capacity when using liquid propane (18kW for natural gas), this standby generator is perfect for homes of any size. It restores power within 10 seconds of an outage, ensuring that you are never left in the dark.
\n
\nPowered by the KOHLER Command PRO engine, this generator is built to handle tough commercial applications, with hydraulic valve lifters that eliminate the need for break-ins and costly valve adjustments. The generator also features PowerBoost technology, which provides additional power to start large loads, like central air conditioners, without compromising the operation of other appliances.
\n
\nThis system is designed to be highly adaptable, capable of switching between natural gas and liquid propane with ease in the field. The RXT 200-amp automatic transfer switch is included, providing seamless power transfer when the main power source fails.
\n
\nKey Features:
\n✅ 20kW Power (Liquid Propane) – Ideal for homes with high power needs
\n✅ Natural Gas Compatibility (18kW) – Switch between fuels with ease
\n✅ KOHLER Command PRO Engine – Reliable, tough, and tested for commercial use
\n✅ Hydraulic Valve Lifters – No lengthy break-in periods or costly valve adjustments
\n✅ PowerBoost Technology – Provides additional power for large loads without affecting other appliances
\n✅ Automatic Transfer Switch (RXT 200-amp) – Automatically transfers power in just 10 seconds
\n✅ Advanced Voltage and Frequency Regulation – Ensures safe operation for sensitive electronics
\n✅ Aluminum Enclosure – Lightweight and durable for long-lasting performance
\n✅ Field Switchable – Easy switch between natural gas and liquid propane
\n
\nIdeal Applications:
\nHome Backup Power: Provides reliable electricity for your home during power outages
\n
\nLarge Homes or Complexes: Able to handle high-power loads like central air conditioners and heavy appliances
\n
\nFlexible Fuel Options: Ideal for users with access to both natural gas and liquid propane
\n
\n⚡ The Kohler 20RCAL-200SELS delivers premium performance with fast power restoration and the flexibility of dual fuel operation, making it an ideal choice for homeowners who demand reliability and efficiency in their backup power systems.
\n
\n
\n
\n
\n",,,taxable,,1,100,,0,0,,,,,1,,,3778.90,"Power Generators",,,"https://alidouro.com/wp-content/uploads/2025/03/ki.png, https://alidouro.com/wp-content/uploads/2025/03/kiii.png, https://alidouro.com/wp-content/uploads/2025/03/kiiiii.png, https://alidouro.com/wp-content/uploads/2025/03/kiiiiiiiiiiii.png, https://alidouro.com/wp-content/uploads/2025/03/kiiiiiiiiiiiiiiiiiii.png",,,,,,,,,0,
15991,simple,,,"Jackery Solar Generator 4000 Kit (Explorer 2000 Plus + 1X PackPlus E2000 Plus Expandable Battery + 2X200W Solar Panel)",1,0,visible,,"The Jackery Solar Generator 4000 Kit offers an outstanding combination of high-capacity power storage and solar charging. This kit is designed to meet all your energy needs whether you're outdoors or during a home emergency. With a total of 4085.6Wh capacity, this system can power heavy-load devices up to 3000W, making it ideal for RV camping, outdoor exploration, and emergency situations.
\n
\nOperating at a whisper-quiet 30dB, it ensures a peaceful experience while running, perfect for camping trips or any scenario where noise is a concern. The Explorer 2000 Plus can be fully charged in just 2 hours, either through solar panels or wall outlets, making it ultra-efficient.
\n
\nThe Explorer 2000 Plus features expandable battery packs—allowing you to increase capacity from 2kWh to a massive 24kWh (using multiple packs in parallel). This kit offers robust lithium technology with LiFePO4 battery cells, ensuring safety, long lifespan (up to 10 years), and highly efficient heat dissipation.
\n
\nKey Features:
\n✅ 4085.6Wh Capacity – Powers heavy load devices up to 3000W
\n✅ Whisper-Quiet Operation – Only 30dB for complete peace of mind
\n✅ Ultra Fast Charge – Fully charges in 2 hours using 6x 200W solar panels or wall outlets
\n✅ Expandable Power Storage – Supports 2kWh to 24kWh, with up to 5 battery packs and parallel connections for extended capacity
\n✅ Safety First – Advanced LiFePO4 battery with temperature resistance, built-in cooling system, shock resistance, and fire retardancy
\n✅ Boosted Lifespan – 50% longer battery life due to ChargeShield technology
\n✅ 5-Year Warranty – Includes Jackery’s exceptional customer support
\n✅ Solar Panels Included – Comes with 2x 200W solar panels for efficient solar charging
\n
\nIdeal Applications:
\nRV Camping & Outdoor Adventures: Provides reliable power in remote locations
\n
\nHome Emergency Backup: Essential power for your home during outages
\n
\nFlexible Expansion for Large Power Needs: Ideal for those who need scalable, long-term power solutions
\n
\n⚡ The Jackery Solar Generator 4000 Kit is your all-in-one solution for portable, sustainable, and quiet power. Whether for outdoor adventures, RV life, or home emergency backup, it delivers long-lasting, safe, and eco-friendly energy when you need it most.",,,taxable,,1,100,,0,0,,,,,1,,,3329.00,"Power Generators",,,"https://alidouro.com/wp-content/uploads/2025/03/61LgIGpH70L._AC_SL1486.png, https://alidouro.com/wp-content/uploads/2025/03/61rmZ1pLuQL._AC_SL1500.png, https://alidouro.com/wp-content/uploads/2025/03/71bx2VBIIxL._AC_SL1500.png",,,,,,,,,0,
15996,simple,Gn118292,,"Guardian Series 22 kW/19.5 kW Air Cooled Home Standby Generator with Wi-Fi and Whole Home 200 Amp Transfer Switch",1,0,visible,,"The Guardian Series 22 kW/19.5 kW Air Cooled Home Standby Generator is one of the most powerful air-cooled generators available today, designed to provide complete home backup power. This high-performance generator is ideal for homes, offering whole-home protection with a 200-amp smart transfer switch, and it operates with low noise, making it perfect for residential areas.
\n
\nMobile Link™ Remote Monitoring is included at no extra charge, allowing you to remotely monitor the generator's status from anywhere in the world using your smartphone, tablet, or PC. You can easily access real-time data, such as operating status and maintenance alerts, and connect your account to an authorized service dealer for proactive service.
\n
\nThe generator features True Power™ Technology, delivering high-quality power with less than 5% total harmonic distortion—perfect for keeping sensitive electronics and appliances running smoothly. Powered by Generac’s G-Force Engine, this generator is built for durability, requiring less maintenance while providing reliable power.
\n
\nQuiet-Test™ Mode ensures a quieter operation by running at a lower RPM during its self-test mode, consuming less fuel and operating more quietly than other brands.
\n
\nKey Features:
\n✅ 22 kW Power Output (19.5 kW on LP) – Provides whole-home backup power for most homes.
\n✅ Mobile Link™ Remote Monitoring – Free service that lets you monitor your generator's status anywhere.
\n✅ 200-Amp Transfer Switch – Smart switch to provide seamless whole-home protection.
\n✅ True Power™ Technology – Provides smooth power with less than 5% total harmonic distortion, ideal for sensitive devices.
\n✅ G-Force Engine – Built for heavy-duty use, offering reliable power and low maintenance.
\n✅ Quiet-Test™ Self-Test Mode – Quieter operation with lower RPM and reduced fuel consumption.
\n✅ 5-Year Limited Warranty – Full warranty for automatic standby generators.
\n✅ RhinoCoat™ Finish – Corrosion-resistant aluminum with a durable powder coating to withstand all weather conditions.
\n✅ Evolution™ Controller – Multilingual LCD display to monitor battery status and track maintenance intervals.
\n✅ 24/7/365 Customer Support – Available every day for assistance with your generator.",,,taxable,,1,100,,0,0,,,,,1,,,4259.90,"Power Generators",,,"https://alidouro.com/wp-content/uploads/2025/03/Untitled-design-15.png, https://alidouro.com/wp-content/uploads/2025/03/htht.png, https://alidouro.com/wp-content/uploads/2025/03/hthththt.png, https://alidouro.com/wp-content/uploads/2025/03/hththththththt.png",,,,,,,,,0,
16002,simple,A-001,,"Global Industrial Electric Walk-Behind Auto Floor Scrubber, 18″ Cleaning Path",1,0,visible,,"The Global Industrial™ Electric Walk-Behind Auto Floor Scrubber is designed for efficient and high-performance cleaning, ideal for industrial and commercial applications. This floor scrubber features an 18″ cleaning path that allows for greater coverage in less time, reducing cleaning time while ensuring effective results.
\n
\nPowered by a 1.6 peak horsepower motor, this scrubber provides strong suction power with a 113″ water lift and a coverage rate of 17,000 sq. ft. per hour, making it perfect for large areas. The Pad Assist feature makes it easy to operate, as the friction from the scrub deck pad against the floor helps pull the machine forward with minimal effort from the operator.
\n
\nThe scrubber is built with corrosion- and impact-resistant polyethylene tanks, providing durability and reliability in demanding environments. It comes with a 12-gallon solution tank and a 15-gallon recovery tank, offering extended operation without frequent refills. The 30″ cast aluminum squeegee assembly ensures efficient cleaning and removal of cleaning solutions.
\n
\nKey Features:
\nPowerful Motor: 1.6 peak horsepower motor with 113″ water lift and 180 RPM brush motor for excellent cleaning performance.
\n
\nWide Cleaning Path: 18″ cleaning path for faster coverage.
\n
\nHigh Coverage Rate: Cleans up to 17,000 sq. ft. per hour.
\n
\nPad Assist: Helps pull the machine forward, making it easier to use.
\n
\nDurable Tanks: Rotationally molded polyethylene solution and recovery tanks, corrosion- and impact-resistant.
\n
\nLarge Solution & Recovery Tanks: 12-gallon solution tank and 15-gallon recovery tank for extended cleaning sessions.
\n
\nHeavy-Duty Squeegee: 30″ W cast aluminum squeegee to efficiently remove cleaning solution.
\n
\nSafety Features: Includes 82′ yellow power cord with a GFCI plug for added safety.
\n
\nNoise Level: Operates at 68 decibels, ensuring relatively quiet operation.
\n
\nEasy to Use: No assembly required, plug and play.
\n
\nSpecifications:
\nCleaning Width: 18″
\n
\nSqueegee Width: 30″
\n
\nWeight: 209 lbs
\n
\nDimensions: 21-1/2″ W x 46″ L x 38-1/2″ H
\n
\nPad Pressure: 84 lbs
\n
\nSolution Tank Capacity: 12 gallons
\n
\nRecovery Tank Capacity: 15 gallons
\n
\nPower Source: Corded (120V)
\n
\nWattage: 750 W
\n
\nVacuum Motor: 1.6 HP
\n
\nDrive System: Pad Assist
\n
\nBrush Motor RPM: 180 RPM
\n
\nDecibels: 68 dB
\n
\nIncluded Accessories:
\nSqueegee Blades
\n
\nPad Driver
\n
\nSafety Yellow Power Cord (82′ with GFCI plug)
\n
\nNote: Scrub brushes and floor pads are sold separately.
\n
\nThe Global Industrial™ Electric Walk-Behind Auto Floor Scrubber is an essential tool for industrial and commercial cleaning, providing an efficient and durable solution for large floor areas. With its user-friendly design, powerful motor, and impressive cleaning capacity, it offers outstanding value for anyone needing a reliable floor scrubber.",,,taxable,,1,100,,0,0,,,,,1,,,3044.75,"Power Generators",,,"https://alidouro.com/wp-content/uploads/2025/03/1082305041.png, https://alidouro.com/wp-content/uploads/2025/03/1082305041-1.png, https://alidouro.com/wp-content/uploads/2025/03/1082305041-2.png",,,,,,,,,0,
16007,simple,Gn31029,,"Generac 7706 Gas Powered Portable Generator 49st",1,0,visible,,"The Generac 7706 Gas Powered Portable Generator offers a high-performance, versatile solution for emergency home backup, DIY projects, and jobsite use. Powered by a Generac 816cc EFI engine, this generator efficiently provides reliable power for various applications, with TruePower™ Technology to safely power sensitive electronics, appliances, and tools.
\n
\nEquipped with COsense® Technology, it ensures protection against hazardous carbon monoxide, enhancing safety for users. The generator also features electric start, low-oil shutdown protection, and circuit breaker-protected outlets. It comes with a never-flat wheel kit for easy transportation and an hour meter with maintenance resets for convenient maintenance tracking.
\n
\nKey Features:
\nGenerac 816cc EFI Engine: Delivers efficient power with a focus on optimal engine performance and fuel efficiency.
\n
\nTruePower™ Technology: Ensures safe and clean power for sensitive electronics and appliances.
\n
\nCOsense® Technology: Offers safety by providing protection against hazardous carbon monoxide emissions.
\n
\nElectric Start: Easy to start with a battery included for smooth operation.
\n
\nLow-Oil Pressure Shutdown: Automatically shuts the engine off to protect it from damage if the oil level is too low.
\n
\nHomelink™ Compatible: Can be paired with a manual transfer switch to provide whole-home backup, serving as an alternative to a home standby generator.
\n
\nNever-Flat Wheel Kit: For easy transport, making it highly portable for both home and jobsite use.
\n
\nHour Meter with Maintenance Resets: Helps track usage and maintenance schedules.
\n
\nSpecifications:
